Curso,Campus,Funcional,Codigo da Disciplina,Nome da Disciplina,Turmas (mae/filhas),Alunos cientes das notas,Data da revisao,Notas lancadas no prazo,N matriculados,N realizaram NP1,N realizaram NP2,N realizaram SUB,N realizaram EXAME,N com MS abaixo de 7,N compareceram revisao,N notas alteradas na revisao,Professor parceiro (se houver),Ocorrencias
Eletronica Analogica,Sao Jose dos Campos,,D09B,ELETRONICA ANALOGICA,EA6P48,Sim,__/__/2026,Sim,7,7,0,,7,0,,,,Nada digno de nota
